playername,role
arcane-warden ,  archer	
	frozen,warrior
golem,archer 
"
mystic  ",warrior
golden,   archer   
goldenlucky,mage
VipeRwIZarD92,"
tank "
arcanebrave1,warrior
rapid,archer
MysTIcwiZaRD,healer
rapid_raven1,assassin
"
MYsTiCElEcTRiC
",	warrior 
 cosmic9,mage
electric,warrior
dark1,  assassin   
golem,tank
raven.reaper62,mage	
shadowknight9,	tank   
silver_reaper4äöü,tank
falcon-crimson,tank
reaper0,mage
neonviper47,mage
cosmic,mage
rapid,mage
"
knightelectric  ",assassin
silent_samurai,archer
phoenix.raven5,healer
reaper-electri,tank
spirit2 ##,mage
crimson,	mage
ironviper,archer
mystic1,assassin
brave_storm5,tank
falcon , tank	
furious_golden,   healer 
storm.cosmic,tank
samuraimystic9,   mage   
golem2	,healer
golden.wolf1,warrior
phoenixwizard,assassin
phoenix56,ASSaSsin
ancIENT,"
mage "
wild, healer 
shadowphoenix,tank
FUrious48,  warrior 
stormdragon,mage
ancient4,HeAlEr!!
  arrow  ,assassin
knight_reaper,archer
ninja9,tank
ninja1,"mage
"
"  ravenlucky65
",warrior
stealthneon,warrior ##
raVEn7,healer   	
ninja,mage
mysticfurious7,assassin
falcon,assassin
crimsonbrave,archer
" phoenixblade38
",healer
golem-warden,"
healer	"
frOZENRApiD,warrior
crimsonraven0,assassin!!
warden,warrior
   brave0  ,WaRrIor	
iron778,arCHer
wizard0,warrior
neon-dark6,assassin
cosmicdragon87,archer
cosmic.brave,healer
electric,assassin
knightstorm,healer
phoenix2,warrior
   phoenixgolden7   ,healer 
ninja6   ,warrior
golden-tiger,warrior
StealtH_bLAdE5,assassin
silent16,healER
wolf,  assassin   
silver63 ,tank
stealth,assassin
ghost2,"  healer
"
rapid3,mage
"
silver41	",warrior
SamuRAI,tank
ninja26,warrior
wolf.electric7,mage
furious,mage!!
rapid11,TANk  
darkstorm,tank
mystic,warrior
   warden68   ,mage
silentfrozen23,mage
neon,archer
viper_falcon ,warrior
   viper_electric   ,tank
wild4, tank 
electricsilent,healer
ancient!!,healer
frozen48,warrior
"
dark7   ",HeALER
BlADe,healer
darkwolf,mage
neon,mage
reApER,assassin
ironspirit,warrior
electric.brave ##,healer
dark93,tank
raven,warrior
 viper521,warrior
stealthfrozen9,  healer  
stealth3,archer
silver,warrior
WILDnInja3,assassin 
electricwizard,"
warrior   "
stealthfurious,mage
raven, healer   
wild	,  tank  
mystic-golden0,assassin
phoenixshadow3,assassin
"  arrow
",	healer	
electric,"
assassin	"
ghostwizard,"
assassin
"
bravecrimson1,tank
darkfrozen,archer
"
iron ",   mage   
wild-neon29,healer 
ghostbrave,assassin
brave,healer
arcanewolf,warrior
"
iron36 ",archer
"
silverbrave55	!!",mage
furious,   tank
furious,heAleR
arrow,tank
"
darkcrimson939 ",tank
reaper7,assassin
golden	,archer
wizard-shadow,warrior
brave97,tank
furious,warrior
knight,waRRioR
golden12 ,warrior
arcanesilent1äöü,healer
STeaLTH2,assassin
  golden  ,warrior
"ghost2
",mage
raven,"
healer"
silver,assassin
mystic,  assassin 
	raven-dragon2   !!,healer
crimson9,archer
crimsontiger,archer
golden_tiger5,ARCher
viper,assAsSIn
stealth-silver,tank
cosmic1,heAlER
falconraven,  assassin 
wizard,aSsassin!!
hunter3,assassin
mysticbrave,tank
blade,mage
goLDengoLDeN9,  warrior
IrON,archer
mysticarcane7,healer
arrow_mystic,assassin
dragon44,  mage
warden0	,assassin
  phoenix4  , warrior   
wild,tank
	tigerneon9,archer
dragon.cosmic7,mage
ancientgolem,tank
rapid9,healer
frozenrapid950, tank 
wild-furious8,tank
phoenix,archer
arcanesilver,archer
	gOldEn   ,mage
	wild_ghost35   ,archer
silent.storm1,mage
luckybrave,archer
silent4,"
mage	"
mysticwild,archer
	warden9 ,assassin
dark,archer   
wizardstorm49,tank
wizard929,assassin   
wizard,TAnK
  iron   ,archer
lucky,warrior
"
ancientlucky1",archer
golden5,mage
blade,assassin
reaper2,healer
furiousknight0,archer
goldensamurai,warrior
 frozen.dark	,healer
"	spirit-wizard0
",tank
ancient-dark,heAleR
silentfrozen5,  warrior 
ninjastorm,tank
shadowancient7	,   archer  
wizard.wild, warrior   
furiousraven1, archer  
ravenelectric4,  mage   
spiRiT341,mage
dark   ,assassin	
"  ancientcrimson
",assassin
dragoniron,assassin
 ancientdragon ,healer
"frozenwizard78
",healer
vipersilent,"	archer
"
shadow,healer
WilD, archer 
wardencosmic0,aRChER
crimson-blade2,mage
golden1,warrior
frozen.golem13,warrior
	braveshadow4 ,   mage	 
furious800  ,assassin
raven381,healer ##
"
wolf8	",assassin
storm178,warrior
crimson5	,	assassin  
wildneon,mage
golem,healer
neon,assassin
cosmicstorm	,mage
wizard.brave,warrior
viper,assassin
FalCON61,assassin
shadow7,WARRIOr
viper87,"   tank
äöü"
   FROzEn  ,tANk
cosmiciron,archer
"
frozenstealth",archer
electric8,"mage
"
falcon ,maGe
wizard.silver3,  mage   	
  arrow	,warrior
ancient182,warrior
spirit8,assassin
	shadowsilver ,HeAleR
"  blade
",warrior
crimsondark75,mage
   arrow	,mage
frozen-wild0,tank
"
phoenixsilent8   ", archer		
mysticstealth9,"warrior
"
FAlcON,assassin
ancienttiger,archer
samuraineon817,mage
neon,healer ##
neongolden,	assassin
hunter,archer
silent279  ,warrior
   storm7 ,mage
silentsilver17, healer   
silent30,"	archer
"
warden0,   tank  
golem1,mAGe
dark,mage
golemelectric,healer
SpiriT,warrior
darkstorm9,healer
ironblade85,healer
storm,tANk!!
reaper17,assassin
cosmicviper8, healer
	viperstorm  ,	mage
wild,"warrior
"
	arrow_mystic	,healer
shadowiron,warrior
wild664,	healer  
WIZard,archer
  stormwizard ,"  tank
"
neon.furious6,warrior
	phoenix84,assassin
hunterneon9	,mage
mYsticsHaDow,archer
WIld.sPIrIT  äöü,archer
iron.hunter4,tank
"
mystic0 ",mage
blade,archer
  iron  ,assassin
wild,healer
IRONBrAvE,healer
electric21,mage
brave,archer
neon55,archer
rapid.wild,healer
COsMic,assassin
  rapid9	,healer
wild6,mage
dark9!!,warrior
 golemelectric4	,mage
   stealth_iron ,mage
crimsonsamurai,tank
falcon,warrior 
ElECtric6,assassin
ninja.cosmic76äöü,	mage 
ancientshadow,assassin
neonviper9,tank
samuraisilver,healer
rapid0,tank
wildbrave9,   assassin	
storm.hunter6,archer
ghostraven4,  archer  
goldensilent,"
tank   "
phoenix0,archer
shadowwarden,assassin
reaper22,warrior
golemghost1	,archer
ghostwarden,"
archer	"
golden," assassin
"
falcon4,healer
viper22,	warrior    
ironfrozen,asSAsSIn
Rapid15,warrior
  arrow4  ,mage
rapid96,assassin
crimson,mage
ancientfrozen8,warrior
stealthspirit8,warrior
neon4,tank
furious-ancien,"
healer"
neon41  ,tank
wolf75,mage
ghost,tank
rapidneon,warrior
dark9,wArrIoR
shadow9,assassin
frozen7,assassin
shadow,tank
goldenlucky,healer
arcanelucky23,warrior
hunter0," archer
"
frozen6,"ArCHER
"
falcon.wolf,aSsaSsiN
knight.ancient,	archer   
furious7,"
aSSASsIN		"
viper127,assassin!!
golden6,warrior
spirit,assassin
ninjafrozen,archer
goldenshadow9,mage
electriccrimso,tAnk
shadow,   MaGE   
viperstorm8,warrior
cosmicarcane8,assassin
arrow,tank
silent,mage
   dragonmystic   ,assassin
tigershadow,"
mage "
wildiron,mage
"
furious4",assassin
spirit,tank
shadowwarden61,archer
luckyfalcon9,warrior
silver3,"warrior
"
cosmic7,archer
ironfalcon4,tank
ancient7,HeALeR
blade-arcane,archer
dark_furious,warrior
arrowninja84,healer
electric5 ,tank
ghoSTGOlEM316,assassin
wizard1,mage
cosmicancient9,healer
wizard8,healer
ELecTriCfalcoN,healer
knight709,	tank	
silent,assAsSin 
silentbrave,assassin
dragonmystic,archer
frozeniron,	assassin 
falconninja4!!,assassin
hunter6, archer	
dragon28,archer
silentdragon21,"	tank
"
FRoZEN.wILd7,warrior
warden94 ##,"
healer "
"
woLf.dRAGON  ",Mage
  shadow	,tank
furious,mage
   wizard5	,   warrior
frozen5,mage
silent-ancient,mage
dragon!!,healer
shadowmystic,archer
mystic,warrior
"
neon  ",mage
frozenwild7,assassin
   neon-iron7	,archer
gOLdeN_sHaDow	,archer
  bladecosmic	,assassin
mYsticWArdeN,archer
crIMSonSpiRIT8,assassin
bravetiger1,healer
crimsonhunter,warrior
silversilver,archer  
arrowlucky78,hEaLEr
ancient,tank
"
ancient_warden ",healer
wild,"
archer"
mystic_dragon6,mage
viPerrapID,archer
knightwild, archer
cosmicstealth8,archer
frozenshadow,assassin
brave2,archer
ghostsilver2,  mage   
spirit2,"  healer
"
shadowcrimson,  warrior 
neon.knight3,assassin
   wolf  ##,assassin
wildsamurai,mage
"
arcanemystic
",mage
bRAVe460,assassin
dragon,healer
arcane44,mage	
crimson_hunter,healer
frozen,warrior
  ancientviper6	,archer
	lucky89  ,AsSAssin
electricsilent,tank
 neon  ,assassin
knight6,mAge
darkshadow7,  archer  
wildiron,archer
ancientancient,healer
falcon,	assassin  
   crimson   ,  tank 
   phoenixstealth,healer
hunter,archer
iron2,mage ##
neon24,warrior
tiger,assassin
frozen1,assassin
arcane_frozen,assassin
brave	,tank
  rapiddark6  ,archer
	Brave3 ,mage
tiger-shadow37	,mage
crimsonneonäöü,mage
furiouswarden2,  tank  
stealthlucky,warrior
arcane3,archer
froZen75,mage
brave5,assassin
   iron.silent,  mage 
shadowshadow,"
assassin  "
frozenshadow,HEaLer
  viperbrave   ,warrioräöü
wildhunter1,healer
rapid_furious,assassin
mystic-wild	,archer ##
ninja,healer
WILd-mYstIC4,	healer 
silentgolden,healer
	Mystic-nInJa   ,assassin	
falcon,warrior
   phoenixbrave4  ,assassin
ravenfalcon5,tank
silent8,healer
hunter8,"
tank  "
samuraistorm9,archer
cosmic0,archer
crimsonneon20,healer
arcane63,healer
phoenixblade81,warrior
rapid,assassin
furious.brave,tank
silentfrozen34,mage
wildninja,archer
silent_samurai,tank
goldenghost,tank
	rapiddark8   ,	warrior	
cosmic314,assassin
falconreaper6,  warrior  
furiousspirit,   mage  
falcon,healer
"
stormgolden8  ",assassin
shadow_wolf9,healer
hunter,warrior
frozen,assassin
lucky, archer	 
reaperghost97		,mage
	golden ,mage
neon.ghost,assassin
sTORmvIper1,tank
silver41,tank
stealth-mystic	,mage!!
golden639,mAgE
  VIPeR	,tank
darkgolden, mage  
rapid_silver61,tank
dark8,warrior
sHADoWWArdEn,tank
silenttiger,warrior
darkiron9,tank
  cosmic4	,tank!!
samurai7, healer	
electricdark34,archer
arrowdragon1,assassin
 reaperwild6  ,warrior
viper,archer
electricsamura,mage
reaper.ghost3,tank
silent.reaper,"
mage	"
brave-mystic,mage 
silverrapid,healer
spirit36,"
tank"
crimson4,warrior
darkelectric,warrior
rapid,tank
"wild
",mage
	tiger9 ,assassin
hunter_arcane3,tank
  tigerfalcon0   ,tank
iron.viper9,tank
tigercrimson,warrior
"
wild8  ",tank
  silent0 , healer  
golemsamurai,assassin
frozenlucky,mage
spirit-cosmic9,mage
  furious9  ,warrior
wizard,warrior
stealth206,mage
neoncosmic,assassin
golem2,  mage	
wardendark,tank
"   rapid
",warrior
electric,warrior
phoenixsilent8,healer
shadow1,tank
iron4,warrior
falcon  ,healer ##
bravesamurai38,healer
   silent-frozen  ,"  archer
äöü"
cosmic,mage
crimson14  ,mage ##
furioussilver4 ##,warrior
"
neon   ",archer
wizard_raven,assassin
arcane0,assassin
dark7,mage
shadowshadow,tANk
ravenspirit2,tank
phoenix4,tank
wild_ghost690,tank
ancient79 ,archer
darkninja,"	warrior
"
knight ,"
tank
"
ghostwizard,archer 
lucky3,mage
	tiger	,assassin
FRozEngOldEn,healer
bLaDe9,warrior
golden1,"
mage	"
faLcon_niNjA,	taNK  
mysticelectric,archer
furious31,aSSaSSiN
phoenix1,mage
RaVeN7,assassin 
falconlucky453 ,archer
furiousarcane2,healer
rapid81,archer
" SaMuRaI2
",warrior
ghostninja6,   healer  
spiRIT,tank
wizard,wARrIOr
  hunterbrave1,archer
ninjabrave,healer ##
arrow,assassin
	darkelectric	,warrior
	tiger1	,tank
spirit,assassin
wolfsilver,  healer	
ghostiron,   archer  
cosmic_tiger8,archer
   cosmicknight,warrior
TiGErFROZeN5,mage
BRAVE,tank
neonphoenix83,	healer  
"
dark	",assassin
golem,assassin
golden,assassin
 spirit ,   archer  
  arcanegolden2   ,assassin
ninjastealth,tank
crimsonhunter,warrior
stormsilver,mage
mystic_hunter4,mage
silent_iron3,tank
lucky0, mage 
rapid,mage!!
warden,archer
shadow,healer
raven_crimson2,"
mage"
furious5,warrior
brave,mage
"
reaper.warden9",assassin!!
crimson-cosmic,assassin
viper1,"  archer
"
shadow,   tank
SHadOW,TaNk
spirithunter91!!,assassin
"tiger1
","	mage
"
iron,assassin   
wolfwarden5,tank
vIpEr,arCHEr
"	tiger4
",mage
rapid1,tank  
golem4,   assassin	
silent8,	mage
knight61,warrior
silent_rapid  ,archer
"
viper",healer
	shadow90,archer
furiousghost5äöü, healer   
tiger,tank
furious5,assassin
storm,assassin
ghostneon5,mage
darkdark,tank
arrowsilent9,tANk	
ARcANE,	mage 
ancient1,archer
goldenraven,tank
rapid51,healer
blade.arcane,assassin
rapid.cosmic,healer
golden2,warrior
shadow,assassin
crimson.wolf,warrior
stealth,tank
mysTic_SilVEr2,assassin
hunter-wild5,aSsASsIN
crimson,mage
  shadow  ,   warrior   
rapid5,healer
hunterfrozen,archer
MySTIC.aNCieNt,healer
ancient6,"	assassin
"
huNTer616,   warrior 
" wildghost
",healer
	spirit.golem ,mage ##
furious9,wArrIOR
tiger461,arcHer
aRROw,aRcHer
darkäöü,asSassIn
wild82,archer	
wildcosmic9,assasSIN
wardenrapid,"   archer
"
arcane5,warrior
 viper63  ,archer
neon1,archer
mysticblade,HeALER
tigerknight,tank
ghost,archer
viperwolf	,"  healer
"
phoenixgolem72	,warrior
mysticbrave,archer
	dark3	,warrior
rapid0 ,MAge
dark_ninja,mage
ravencrimson8,archer
  lucky30   ,  healer	
silver.dark6,mage
"
golden	",healer
wildrapid9,	archer 	
eLEcTriCvIPEr2,archer
   wizard464	,warrior
arcane-arcane6,mage
viperfalcon4,	archer 
rapid.crimson7,tank
stealthmystic3,archer
rapid75,tank
mysticsilent3,healer
iron-golem6,  ARchEr	
  arrowstealth ,healer
reaperfalcon44,tank
	ninja7   ,tankäöü
  shadow_viper3   ,healer
	lUCKY	,archer
 shadowfrozen	,tank
"  storm3
",mage
warden,assassin
crimson444,"  warrior
"
neon981,WARrioR ##
rapid-phoenix6,mage
"
stealth8  ",archer
neonknight,healer
reaper-electri,  mage   
"
electric.ninja  äöü",maGE
rapid,assassin
sToRm,archer
neonwild,warrior
   crimson.neon,tank
"
neon   ",taNk
"
vipergolden ",healer
rapid5,warrior
stealthstorm,mage
braveshadow514,mage
 tIGEr   ,archer
arcane8,assassin
neon-ancient9,"
mage "
golem,mage
  reapersilent,assassin
golden63,healer
neon5,assassin
shadow6,archer
furious7,archer
falconcosmic!!,healer
warden,   mage ##
golden,healer
cOSMiC.fRozen1,"	healer
"
crimson,AssASsIN
ancient-brave8,tank
wolf,"
mage   "
  wardenwizard,warrior
	stealthgolden ,healer
lUCKy,healer
bladecosmic9,assassin
wild90,warrior
tiger,tank
hunterfrozen70,warrior
shadow.neon9,assassin
electric6,tank
viperarcane7,archer
hunter1,mage
	dragon   ,assassin
wolfcosmic,tank
wizardraven4,MAgE
   ghost100   ,mage
bladeshadow,warrior
lucky9,tank
mystic84,mage
shadowneon3,warrior
furious_shadow,warrior
REapER,mage
tiger572,tank
fRoZENFurIoUS7,warrior
storm,   assassin  
stealth-spirit,   assassin	
dark8,mage
	knightdragon2 ,warriOR
stealth4, archer
ElECtRIc,   ARCHer   
golemneon,assassin
dark,healer
neon7,assassin
"   furious
","
healer	"
arrowviper,mage
shadow7,warrior	
iron7,assassin
crimson-ancien,tank
"falcon4
",healer
stealth,tank
dark,mage
iron,assassin
rapid1,assassin
spirit2,assassin ##
wildfalcon,archer
ancient_arcane,heaLER
golemcrimson,tank
dragonshadow,warrior
   falcongolem	,tank
darkarcane8,archer ##
dark0,aSSasSIn
arrowsilver8,tank
silver2,warrior
"
furiousrapid1   ",	mage
 SILvER_wiLD433  ,"	archer
!!"
darkmystic,assassin
silentghost, archer
"
darkarrow",archer
furious5,mage
   knightarrow	,  warrior	
	tiger.neon51  ,	tank 
 lucky_furious   ##,healer
furiousarcane6,	assassin
wolffurious5,healer
aRcAneWilD,healer
mystic7,mage
crimsonelectri,mage
raven,"
TANK  "
falcon1,	mage 
  frozen ,mage
stealth,mage
furiouslucky52,mage ##
silent,assassin
   ancientwild89  ,healer
falcon4,warrior
 dragon52,heALeR
arrow,warrior
neonrapid692,tank
golem2,"   warrior
"
arrowelectric3,assassin
ravenelectric,arChEr
stealthphoenix,tank
blade,"
warrior"
furious5,tank
"
wild_furious	",archer
darkiron0,healer
viper3,healer
spiritcrimson,healer
KniGht-CriMSon,warrior
"arrow32
",assassin
arrow,archer
silentwizard,healer
golden-falcon   ,healer
mystic,   assassin
neon37,healer
mystic,tank
ninjawild241,tank
"
dark",  aSsassIN 
bravewizard5,	healer	
blade1,mage
silentspirit,mage
warden,mage
wizardblade0,warrior
  anCiENtCrimSON ,mage
cosmic2,healer
spirit.viper4,"
wARriOr	"
"  iron_mystic6
",ARChER
ravenstealth,mage
cosmicarcane6,tank
ancient-silent,archer
" cosmic.neon
",warrior
brave	,assassin 
ironelectric45,healer
DARk9,archer
ancientsilent7,healer
silver,tank ##
"   golemviper
", mage   
luckyiron7,  tank 
rapidwild4äöü,tank
hunterspirit,healer
"
crimsonsilver
",archer
 phoenix   ,  healer	
NEoNirON8,TAnK
rapidhunter0,tank
silverbrave,healer
mysticwolf,warrior
ninjaspirit,archer
falcon_tiger9,assasSIn
crimson16,assassin
frozen9,mage
neon,tank
"
electricraven
",mageäöü
neonarcane,healer
knIght,healer
warden224,assassin
   ancienttiger0 ,mage
cosmic5,wArrIOr
phoenix7,mage
wizardsamurai0,tank
iron.golem,   archer   
	phoenixstealth ,warRIOr
	rapidsilver0,warrior
dark_knight220,mage
golem6,healer 
cosmic,warrior
wizard7!!,assassin
neon,archer
rapiddragon,warrior
cRimsonmYsTic8,assassin
cosmicarcane9,warrior
wizard2,warrior
 darkarcane   ,healer
   ninjaphoenix9,archer
raven.neon6,mage
wildneon28,archer
luckysilent,warrior
"phoenix-frozen
",healer
viper-wild,tank
arrow4,warrior
cosmic28,assassin  
warden53,warrior
brave,assassin
 STEaLTh	,archer
falcon73,tank
golem,assassin
crimson.samura,warrior
	blade0	,asSaSsiN
tigerfurious,mage
arcane,warrior
golden9,archer
"phoenix.dragon
",healer
siLEntMySTiC6,warrior
brave.crimson5,assassin
golden,warrior
raven.blade,wArrioR
golem.spirit6, warrior  
CRimSOnCOSMiC,mage
iron,warrior
ancientspirit,"
warrior	"
frozen,tank
golemwarden5,mage
brave,archer
arcane,archer
"
dark.wild7	",tank
ShAdOwsHaDow,tank
knight,archer
ninja,WArRIor
stormarrow0,warrior
reaper6,MaGe
arcane3,archer
golden.dragon8,healer 
hunter,mage
arcane,   mage äöü
raven,mage
"   furiouslucky
",healer
arrowcosmic,mage
viperreaper,healer
tigersilent0,assassin	
silver8,mage
spirit,warrior
wardendark5,mage
silent,warrior
silentbrave52,archer
   irondark,	archer  
arrowghost4,archer
   arcane3	,healer
reaper,assassin
ARCane,warrior
furiouscrimson,healer 
  brave1   ,warrior
wolf4,mage
rapid7, tank	 
	brave	,archer ##
ninja,healer
neon,TANK
ghost_lucky9,warrior
wildknight8,ARcher
neonelectric,assassin
ninjaarcane,wArriOr
tigerneon,ArchER
arcane69,	tank 
wardenknight,archer 
wolftiger2,mage
ninja,archer
   raven  ,tank
"
wild.golden741  "," mage
"
brave,WarRior
golden.storm80  ,warrior
electriclucky,tank
fuRiOUSWarDEn,assassin
   bladeviper9 ,   assassin   
golden, warrior!!
darkrapid4äöü,healer
neonbrave84,archer
	sAMURai	,"
mage"
goldenstealth,mage
rapid.ancient5,assassin
  stealth.brave5   ,warrior!!
mystic3  ,archer
mysticstealth2,"   healer
"
frozen,archer
   shadow  ,	mage 
silentarrow,archer
raven-electric,archer
"
silent   ",tank
"
lucky
",archer
electricfalcon,mage	
wolf59,warrior
samuraiarcane,tank
viperfurious,warrior
furious5äöü,mage
neon_brave52,assassin
knightcosmic2!!,warrior ##
arcanewolf460,assassin
silent0,assassin
wiZard3,warrior
mysticraven7,archer
storm4,"
healer	"
silver,"
mage	"
FROZeN,warrior
frozen0,"
tank	"
storm5,mage
raven-furious5,archer
silentshadow9,healer
shadow.dragon9,"healer
"
crimson,warrior
 arcane ,warrior
knightghost,"assassin
"
ravenrapid8,"   healer
"
lucky,tank   ##
shadow,assassin
ancient,assassin
furiousfrozen2,tank
crimsonarrow9,healer
knightfrozen,archer
arcane.cosmic8,mAge
neonneon51,tank
spirit,mage ##
mystic,archer
shadow-viper8,assassin 
phoenix,tank
cosmic,mage
cosmicancient,warrior
falcon-viper0,tank
	tiger_wild2 ,assassin
brave,"
aRCHEr	"
lucky,assassin
lucky7,archer
blade,tank
cosmic3,assassin
	golden7	,"
assassin  "
dragon,warrior	
reaper,mage
viperwizard9,mage
dark,warrior
stealth,tank
ancient, assassin 
electric,ARChER  
daRK-COsmic,healer
dark26,tank!!
 stealth4	,assassin  
arcane2,tank
WiZARD,healer
shadow,tank
rapiddark3,	assassin  
electricsamura,tank
NEon,warrior
mysticsilent,healer
frozenrapid,warrior
tigerfrozen,tank
dragon48,   healer 
crimsoniron,tank
furious!!,tank
stealth104,tank
ironsilver,healer
 cosmic  ,healer
crimsonghost   ,assassin
silver,	mage
ancientshadow8 ,warrior
furious6,tank
  rapidcosmic7 ,tank 
tigerstealth,healer
raven-golem5,"tank
"
rapid,assassin
crimson.arcane ##,  tank   
lucky5,   healer
"
huntertiger96
","MaGE
"
darkcrimson,tank
arcanesilent,archer
hunterstealth,assassin
hunter,assassin
goldenarcane,  assassin   
"   ancient
",warrior
raven1,assassin
lucky7,"
tank   "
" ghost
",warrIOr
rapiddark   ,"
healer"
 ravenhunter  ,healer
arrow,"
assassin"
arcane7,assassin
wardenmystic4,assASsIN
golemarcane27!!,	healer	
hunter,warrior
tiger,warrior
tiger4,assassin
mystic-phoenix,healer
mystic8,mage
falcon,mage
stormsilent8,tank
wild,warrIOr
frozeniron,assassin
ghost, healer 
goldengolem,assassin
raven,magE
"	electric9
",mage
golem-stealth,archer
dark,archer
luckysilver,mage
phoenix89,archer
dragon1,	healer  
phoenixsilver,tank
rapid892,  warrior   
	lucky2	,healer
"   mystic7
",assassin
  knight,assassin
viperwild,archer
mysticstorm,mage
stealthspirit9,archer
falcon7,mage
iron19,tank
goldensilent9,archer
 electricdragon   ,tANK	
electric,healer
stealtharcane5,mage
fURiOus-silVEr,healer
arcaneäöü,archer
neon70,assassin
neon3,mage
stormfalcon,mage
WIZArD-pHOEnix,WaRRiOr
blade_warden,warrior
warden-silent,archer
siLENTCrImsON,ASSasSin
frozenknight51,HeAlEr
golden3,"  healer
"
golden_ninja ##,assassin
lucky8,assASSIN
	ancientarcane8	," tank
"
wolfsamurai, assassin
tiger,warrior
  samurai30,archer
goldenstealth2,archer
bladestealth ,healer
DragONdrAgon,warrior
wizard,warrior
dragon,warrior
"	dArK_ANciENT66
",ARchER
dragon9,"
mage  "
  cosmic7   ,tank
brave6,healer
frozenlucky,healer
knight_storm,healer
tiger8,healer
arcane,WArRiOr
ninjalucky,assassin
lucky	,warrior
ghostfrozen,"
MaGE   "
mystic537,assassin
cosmic9,assassin
silver1,healer
rapidelectric, healer	
stealth9,tAnK
arrow.silver,tank
shadow,healer
FalcOn886,healer
brave ##,archer
lucky,warrior
silversilent9 ##,   archer	
" viperwild
", tank   
ancientrapid31,archer
mysticneon7,assassin	
rapidelectric,assassin
electric6,archer  
falcon,assassin
ghostninja1,   warrior  
  dark-phoenix55 ,healer
ghostarcane5,mage
warden2,warRIoR
	goldendragon0   ,archer
wizard7,archer
ninjasamurai54,mage
silver,assassin
cosmic5,archer
falcon1,healer
crimsonreaper,warrior
arcaneelectric,assassin
goldenviper,mage
ancient-samura,healer
electricninja9," archer
"
samurai,warrior
ninjasamurai51,archer
dark_reaper0,"
mage   "
 stealthhunter   ,mage
" ghost
",assassin
aRrOW,"
MagE   "
knight,healer
mystic,   warrior
samuraifalcon,mage
arrowphoenix,assassin
golden,mage
"   ninjafurious
",mage
reAPER,mage
neon,ArchER
   silver	,taNK
arrow,tank
electric,healer
viper9,assassin
wizard6,	tank  
  knight   ,healer
knight,archer
golden2,assassin
"
stealthcosmic  ",assassin
irondark2,mage
cosmic,archer
dragon,assassin
arrow5,tank
shadow,mage
storm-phoenix,tank
bladE69,   healer   
"
ironelectric  ",tank
wolf,mage
spiritphoenix9,tank
frozenninja,healer
iron.knight  ,warrior
arrowbrave8,mage
reapercrimson3,mage
wild,archer
furious59,archer
ancient,healer
arrOW,tank
mystic6,tank
silent.blade1,healer 
storm4,healer
  darkdark185 !!,tank
bravefrozen,mage
golemknight6,assassin
golden429,healer
ArRoW,healer
silent4,assassin
viper,tank	
silentstorm,warrior
electric5,archer
goldendark158,archer
warden,tank
silverwild199,archer ##
mystic.falcon0,"
warrior   "
spiritsamurai1,mage
ancient7,healer
	crimson   ,mage
iron2,mage
neon-crimson,tank
   arcanereaper ,tank
goldenhunter,healer
blade_cosmic,healer
   golem	,warrior
luckyghost7,tank
  rapid-mystic6   ,mage
"
luckybrave247   !!",warrior
electric1,archer
electric,assassin
rapid7,assassin
arrowneon,  TaNk 
arcane-reaper,  archer
ninja5,warrior
 sILeNt   ,WarrIOr
hunterwild0,assassin
crimson,tank
ancientdark,mage
brave,tank	
shadow,warrior
reaper2,assassin
hunter.tiger3,"  healer
"
   ironstorm   ,mage
"luckymystic7
",  tank
silverninja,archer
stealthdark,tAnK
reaper0,"   assassin
"
frozen,healer ##
hunter,warrior
hunterphoenix, archer  
lucky,assassin
luckysilent88!!,assassin
lucky,healer
golden-wolf6,assassin
storm.silent2,healer
furioushunter3,ArCheR
silverbrave,archer
dark,assassin
silverspirit3,mage
tiger,"   mage
"
mystic6,assassin
dark,"   aSsASsIN
"
furiousstorm,archer
wolf	,  healer   
warden21,warrior
wildshadow,assassin
ancientwarden,"
tank	"
  reaper7  ,assassin
furious.rapid0,assassin
SILvERäöü,assassin
crimson,assassin
mystic_silent,warrior
furioushunter,assassin
BRaVEVIPEr139,mage
shadow3,tank
luckysilver,assassin
frozenninja9,archer
samurai5,warrior
shadowcosmic	,archer
stealth58,	tank
reaper,mage
ghost9,tank
silent,archer
siLVEr.AnciEnt,archer
golem.falcon,warrior
arrowhunter0,warrior
ghostwild4,archer
ancient_falcon,healer
ancient.raven8,  archer 
brave6,   assassin 
wild,mage
   tiGEr3,healer
crimson,"   assassin
"
silver0,tank
knight,MagE
wolf,	healer   
 furious79 ,healer
rapid4,warrior
tiger,assassin
golden,warrior
furiousäöü,assassin
ancientsamurai,mage
shadow7,healer
ghost,warrior
"
neon_arrow  ","wArriOr
"
phoenixsamurai,assassin
spirit,	tank  
PHOENiX.saMUrA,tank
crimson-dragon,healer
golem_blade101   ,archer
cosmic-lucky8,mage
ironninja8,assassin
silentphoenix4,tank
wolfreaper,warrior
blaDeknIght,ArCHeR
knightarrow21,asSASSIn
" dragon
",mage
   reaper_shadow   ,"
tank   "
samuraininja,mage
samuraishadow2,healer
shadowlucky8,tank
ninjatiger,mage
golden, tANk  
silent,mage
silverarcane,mage
shadow,Tank
neoncosmic,mage 
ninjawizard7,healer
mYSTic,warrior
ghostsilver2,"
mage "
frozensilver,warrior
iron_storm,   archeräöü
