playername,role
dark4, archer  
stealth,tank
bladefrozen5,healer
neon,warrior
ninja3,mage
furious5, tank   
golemfrozen,warrior
mystic_viper,  mage
iron,warrior
phoenix-golden,MaGE
frozenraven9,   warrior   
 viper9  ,warrior
golden3,mage
knightwild4,mage
crimson7,	archer	
electric7,   archer	
"
neonarcane",archer
ghost9,mage
brave3,mage
brave-furious,assassin
"
stealthwild   ",mage
crimson,  assassin 
furiousdark0,tank
warden7,  healer  
falconneon3,archer
storm920," tank
 ##"
wolf,"
tank	"
shadow3,assassin
  shadow7	 ##,healer
viper32,tank
shadowshadow,archer
stealth	,warrior
iron3,assassin
dark258,warrior	
luckybrave9,tank
WARDeNlUCKy8äöü,assassin
lucky_brave,assassin
 golem1	,tank
dragon.neon,archer
hunter8,healer
eLeCtrIC_vIPer,assassin
dark_hunter73, mage 
samurai_iron,warrior
rapidcrimson7,mage
raven5,mage
tIgEr9,hEaLer
reaper3,mage
mystic,healer
 furiousstealth  , tank 
silver,archer
bRAvesiLVER7,mage
ancient3,mage
bravewizard,mage
lucky2,warrior
stormspirit2,warrior
  stealthfurious ,tank
hunterblade79,healer
knight3,"
assassin
"
rapidsilent,archer
cosmiccrimson,warrior
cosmicstorm  ,healer	
reaper0,assassin
wizard2,assassin
bladefurious7,healer
iron_silver,mage
arcanegolden7,tank
dark1,assassin
silent,HEALEr
spiritrapid437,tank	
neonwarden, healer  
tiger4,TAnk
"   sTeALthDaRk277
",healer
rapidelectric4,healer
spiritcosmic,  assassin 
golemcrimson54,Tank
shadowspirit0,assassin
brave,healer
"samurai3
",archer
FuRIouSTigEr,mage
brave_tiger6,mage
"
ArcaneRaPid9", archer   
neondragon ,archer
  silent	,mage
hunterfrozen41,warrior
ravenstealth2,healer
"shadowstealth
",assassin 
shadow,	assassin 
darkiron3	,tank
  luckystorm1   ,archer
samurai5,archer 
   brave6  ,healer
ironneon5,assassin
phoenixfurious   ,assassin
neon,assassin
tiger,   mage  
cRimSonGOlDeN,assassin
  GoLdenluckY   ,assassin
golemiron57,assassin
frozen_wolf,assassin
neon-wizard9,mage
stormspirit,warrior
silver_ninja,  archer 
lucky,tank
bravearcane1,healer
raven841!!,mage
golem-shadow23,tank
golden,warrior
silverarrow5,	warrior
 electricspirit,"
healer
"
mystIC,mage
silent-frozen5,mage
PhoEnIX_TiGEr,warrior
braveshadow	,mage
brave,archer
crimsonrapid4,archer
arrow_furious,assassin
frozen0,tank
wolfstealth,archer
falcon3,healer
" rapid_golden
","   tank
"
   samurai21 , warrior   
	stealth_arcane   ,assassin 
"
furious-mystic
", mage 
viper,warrior 
wolf28,mage
wild.ancient3,mage
silverstorm799,archer
   frozentiger ,warrior
rapidarcane,archer
ancient,  warrior	
reaper,tank
   storm2   ,mage
"
braveshadow	",tank
falcon7,healer
SAMUrAi,   healer
knight,assassin
frozeniron5,archer
blade6,"  mage
"
samurai2!!,archer
neonviper1,warrior
shadow-lucky ##,warrior
furious_silver,ASSASsiN
fROzeNARROw28,	mage 
mystic6,  arCHer   
iron,healer
storm5,"
healer    ##"
golem,tank
	phoenixstealth ,arCHeR
arcanesilver8,healer
wild-electric1,"
mage
"
hunter,assassin
iron, healer   
neon_dragon   ,archer
silent7,healer
  shadowraven   ,mage
lucky3,assassin
ghostelectric,mage
spiritsilver," tank
"
electric,mage
samurai-golem,  HEAlER 
dragon,archer  
wildreaper,archer
cOSmicsAmUrAI7,healer
cosmicviper,warrior
ancient.golem,mage ##
golden.arcane,tank
wardenreaper,ARcHeR
brave5,tank
wolf,assassin
viperarrow,wArRiOR
crimsonfalcon5,healer
darkgolden2,"  archer
"
stealth_electr,tank
gHoSTgOleM36,archer
FROzeN.golden,warrior
  ancientfurious	,assassin
blade335,archer
ghost.ghost48,healer
electric0,healer
mysticsilent17,healer
cosmic,archer
bladestealth8,archer
blade1,healer
dark48,mage
golden,assassin
  frozenneon7,assassin
spirit,mage
shadow,healer
spirit49,	ArCHeR
samurai95,tank
silent,assassin
furiousfrozen,assassin
"
hunteriron0	",tank
brave2,archER
falconblade29,mage
"  fROZEnShADoW62
", assassin 
lucky1,healer
shadow,mage
  reaper9 ,assassin
knightwild2,mage
dark7,tank
 phoenix.ghost9  ,   healer   
lucky4,	warrior  
"furious
",   arChEr	
ninja,mage
   FUrIOUs,assassin
warden,tank
stealthelectri,tank
blade,warrior
"	storm_cosmic9
",tank
dark5,tank
  cosmic_ghost84  ,assassin
ninja-mystic74,tank
electricsilver,archer
shadow1,tank
MysTic,archer
stormwizard790,mage
falcon, mage
stealthsamurai,healer
	ghostsamurai ,	healer   
	cosmic_shadow9   ,assassin
reaperreaper8,archer
golden26,	tank 
EleCtrIc,healer
reaper1,mage
falcon-ghost3,warrior
gOLDEn,assassin
golden.ghost,assassin
	spirit5   ,healer
bravewarden,assassin
hunterstorm68,healer
luckysilver,assassin
stealth_brave3,archer
frozen,mage
dragon,maGE
dark_wild,archer
frozen,healer
neon.golden,archer
eLectrIcsteALT,assassin
crimson.electr,tank 
arrow34,warrior
ghost_arrow,hEaLeR  !!
dark,assassin
 falcon375	, ARCHer  
cosmic.stealth,warrior
knight540,warrior
  spirit	,mage
  crimson	,archer
  frozentiger519  ," wARRior
"
cosmictiger4,assassin
wolfneon2  ,warrior
brave9,tank
silent  ,assassin
electriclucky9,warrior
stealthfrozen,mage
IrONwOLF   ,warrior
brave_golem,archer
reaper0,assassin
luckygolden,assassin
silentviper9,HEAlEr
ancient9,"   assassin
"
samurai_silver,archer
goldenancient,archer 
wolf,warrior
irON3,tank	
falconsilent,healer
wild_furious,"	assassin
!!"
neonfalcon,archer
   golemblade1  ,HEalEr
knightsilver,tank
ancientbrave,healer
"silentblade856
äöü",mage
golem_crimson,healer
ghost.dragon4,warrior
stormgolem,warrior
ancient397,warrior
   silent  ,"
assassin   "
ghost8,tank
frozengolden2,assasSin
golemarcane,warrior
	wild.silent äöü, arCHEr   
kNiGHTphOeNiX,healer
  ironblade61 ,healer
arcaneknight54,assassin
ancient_shadow,mage
neon9	,tank
crimson.hunter,heAlEr
"
raven5",archer
frozen,assassin
mysticshadow,tank
warden,   WARRior
ninja-cosmic,mage
goldenfrozen8,archer
"  WIldRapiD7
",assassin
knight,archer
tiger ,tank
stealth.ninja,archer
wardenwizard64,tank
lucky7,"
mage"
falcon3,archer
"
knightrapid ",warrior
   ancient22,"archer
"
stealth6,   warrior
arrowwild84,  archer 
falcon,archer
lucky-brave,aSsaSsIN
electric.dark7,warrior
stealthfurious,archer
reapertiger,healer
frozen.knight9,mage
viperninja52,mage
  blade_tiger   ,waRRIor
knight8,warrior
arcaneiron,tank
vipersilent ##,   assassin	
golden4,aRCheR
shadow9,warrior
Silver,mage
golden.iron	,warrior
frozen,assassin
SamUrai,mage
dragon6,assassin
golem5,healer
ancientstealth,assassin
iron,tank
tiger9 ##,  assassin  
stealthiron9,  tank
shadow.furious,archer
silver-dragonäöü,warrior
viper,assassin
furious-wild,	healer	
ancientgolden2,healer
lucky_arcane,"archer
"
silentrapid,"
healer
"
dark,mage
cosmic230,assassin
WaRdEn87,mage
PHOEnIXsTEaLTh,tank 
"
WArdeN-rEaPER
",healer
ghost,aRCHER
neon,mage
   ninja980	,healer
wildblade0,healer
lUCKyStealTh,warrior
bravearcane2,tank
raven9,archer
arrowarcane,mage
electric38,tank
golden0,  mage 
wIlD,mage
warden5,assassin
falcon,mage
ghostwarden, assassin   
arrowelectric,assassin
ancientraven7,mage
samurai,healer	
phoenixrapid,archer
mystic4,mage
neonfurious,	ASSAsSIN
neonlucky0,healer
furious,"
healer"
neon   ,mage   
dark,  tank
bravesamurai,mage
stealth1,warrior
golden,assassin
knight,tank
tiger541,healer
wolf2,warrior
luckybrave2,tank
darkstealth,archer
samuraiancient,mage
neon,archer
falcon,healer
neon ,"   assassin
"
golden,archer
frozen518,assassin
brave.silent,mage
hunter.ninja,assassin
hunterstealth4 ,healer
ninja,  healer   
" dragon.viper1
",warrior
knight-rapid47,warrior
viperdark,wArRIOr
"
neon5 ",assassin
ninja_ninja	,warrior
silentfalcon14,healer
brave_viper,mage
phoenix,mage ##
arrowarcane28,assassin
brave4,mage
lucky,healer
furious   ,warrior
furious, archeR   
silent20,  tank
neon5,archer
electric,tank
knightgolden7,archer
electric,assassin
furiousstealth,archer
neonshadow2,tank
WiLDNEOn	,archer
frozengolden5,mage
dragon,   archer   
wildwizard77,assassin
iron,assassin
ancient,assassin ##
	daRk_GOlEm	,mage
arrow-storm,archer
silentshadow,healer
	frozenmystic4,"
warrior
"
shadow3,tank
warden,assassin
luckycosmic7,assassin
"
hunterwolf  ",tank
	rapid-golem6 ,tank
silent,mage
   ancientgolden1  ##,tank
phoenix,taNk
lucky.arrow250,tank
dark,assassin
storm, warrior  
cosmic,mage
crimson_golem,mage
iron53,mage
silent12,mage
frozen,"
mage "
silent.dark3,tank
silent  ,archer
dark-knight78,healer
crimson4,tank
ElEctrIcsTeAlT,WarRiOr
silver,healer
ravenmystic4!!, assassin  
spirit-knight,mage
cosmic7,mage
viper," assassin
"
rapidwizard94,archer
"
dark80
",archer
	dark.iron9 ,healer	
ninjadragon,assassin
neonstorm3,  warrior   
ghost.frozen59, assassin   
   silver6 ,archer
furious46, healer 
furious545	,assassin
frozen7,healer
ironmystic24,mage 
arrowtiger3,tank
mysticcosmic,Mage
"
cosmic9   ",archer
stealthlucky2,archeräöü
spirit2,warrior
cosmic_samurai,assassin
phoenixancient,healer
phoenix_crimso,warrior
	NEONsPIRIT   ,healer
cosmicwizard0,tank	
wildsilver3,healer
cosmicninja,warrioräöü
iron357!!,mage	
mystic7,"warrior
"
neon9,warrior
luckylucky,tank
frozen_wolf8,healer
frozenancient9,healer
rapid8,archer
phoenixelectri ##,"  tank
"
ninjawizard35,mage
lucky,archer
lucky5,tank
crimSon6,archer
rapidsilent,warrior
VIpErsiLVeR,mage
ghost6,mage
stealth.ancien,archer
golemdark1,mage
wild2,assassin
darkbrave0,warrior
furious9,mage
neonspirit9,healER
raven6,archer
brave601, warrior   
spirit11,tank
hunterwild5,assassin
goldenneon,assassin
  stealthfrozen7	,   AsSasSin	
spiritviper,warrior
wizardtiger811,	tank   
wolf72,tank
lucky8,assassin
wolf,warrior
crimson,mage
furiousraven,archer
brave-cosmic,healer
phoenix,mage
FUrIOuS88,"tank
"
frozengolem7,archer
golem_neon,tank
viper,warrior
neon,healer
stealth-hunter,wArRIoR
spiritneon9,archer
silentfalcon,tank
arrow,	warrior   
bladesamurai7,warrior
tiger6,tank
"
samurai
",ArCHeR
lucky5,warrior
silentancient,archer
cosmicarrow4,archer
samurai34,warrior
  silentgolden ,mage	
falcon9,archer
silverancient,healer
  arrow5  ,tank
wizard6,archer
neonrapid9,tank
ancientviper9,  archer  
gOldeN496,assassin
  ReapER_PHOenix  ,healer
rapid1,assassin
arcaneancient8,   mage	
"
silver_iron658	",ARcHEr
wolf,tank
electric.silve,tank
vipercrimson1,warrior
"
silentancient5 ",   tank 
crimson,tank
   wolf	,	healer  
bladefrozen!!,aRchEr
	silver12	,assassin
hunterrapid3,assassin
mystic,tank
 mystic	,archer
brave,   healer   
electriccosmic,"
healer   "
mySTic-DARK9,healer
falcon2,tank
"
arrow.tiger41	",archer
shadowmystic,assassin
	brave   ,assassin
wizardtiger!!,mage
silent.brave,warrior
	tiger-neon,archer
furiousarrow	,ArCHeR
crimson14,tank
silentfurious,archer 
crimson.silent,warrior ##
darkfurious2,	WaRRIOr  
frozenwarden3, tank  
ghost3,  mage 
 lucky ,mage
silver_stealth,assassin
furiouswarden,warrior
LuckY4,healer
"
wizarddragon  ",warrior
dragon.tiger3,warrior
wizardancient7,mage
 arrowlucky1 ,healer
arrowmystic,warrior
falcon0,warrior
SteALTH.ElEctR,  assassin  
falcon605,heaLER
bladestorm,tank
" frozen
",warrior
wildshadow12,warrior
golem7,assassin
rapidbrave3 ##,healer
samurai-golden,mage
arcanehunter,"
warrior "
tigerknight8,tank
dragoncrimson,healer 
shadow,archer
	BrAvedarK ,assassin ##
"frozengolem7
",healer
cosmicblade,tank
silent,"
archer	"
dark,tank
cosmic,warrior
golem,  mage   
falcon,archer
silver4,   arCHer 
  SPIrItsIlver   ,AssASSiN
rapid,warrior
"
hunterarcane46",wARRiOR
stealth-frozen,archer
rapid_dark5,warrior
ancient-neon3,mage
wild0äöü,tank
crimsonspirit7,warrior  
arcane3,warrior
viperfurious6,"
mage	"
phoenix_stealt,archer
electric,mage
phoenix	,mage
wolf,healer
dark.golden44 ##,healer
ninja.ninja,assassin
   dragonRaVEN8 ,mage
silent6,warrior
electric-rapid,mage
 dragon6   ,"
warrior "
   ghost6  ,archer
arrow,assassin
tigerfrozen,archer
wolfviper,WArrIOr
"   tiger67
",archer
silvergolden,healer
neon,tankäöü
silentbrave1,healer
   wizard   ,  assassin 
"warden92
",	mage	
ninjareaper,mage
storm   ,tank
wizard2,arCHeR
samurai,archer
shadowfurious,hEAler
hunter7,warrior
ninja73,tank	
silver,healeräöü
SilenT4,mage
golemwild,warrior
stealth,archer
SAmuRAidaRK,mage
neon,ASSAssIn
darksilver,healer
wolf-golem4,healer
"   electric530
",mage
ironelectric,mage
"
mystic	",wArrIoR
ancient23,wARRIOr
furiouswarden,assassin
goldenfalcon2,"
assassin	"
wiLD6,archer   
mystic,healer
cosmicrapid,healer
brave917,  warrior   
furiousfalcon4,archer
frozen3,healer
cosmic_electri,assassin
neon,	tank
"
bravephoenix67
",warrior
frozen824," warrior
"
wizard-electri,tank
bravestealth86,healer
raven-ghost,mAgE
dark,healer
goldenshadow,"
healer"
neon-dark3,tank
tiger,tank
spiritshadow,warrior
arrowneon,assassin
frozen,assassin
reaper_wolf,tank
viper6,assassin
warden ##,warrior
 arcane ,assassin
"
silent ",   warrior  
ancient	,"
warrior   "
iron," archer
"
cosmicwild280,assassin
wolfgolden,ASsASsin
arcane,archer
silvermystic,healer
	golden-cosmic   ,	assassin  
lucKysTEAlth,tank
hUnTer-ReApeR,healer
  wolf,archer	
falcondark,archer
lucky,archer
ninja,mage
 furious  ,mage
wild1,"   healer
"
reaper81,tank
golden, mage	
golem,warrior
"  shadow
",healer
ancient,mage
silverstealth4,tank
silver!!,tank
ninjamystic15,"
mage	"
darkcosmic,healeräöü
wild.storm81,  mage  
falcon9,	mage   
hunter,  warrior	
darkspirit1,assassin
samurai,mage
"  raveniron2
",assassin
golem_viper7,archer
silverfurious,  mage	
dragoniron,archer
iron76,"
tank"
lucky,	healer	
shadow6,archer
arcane,aRcheR
dark801,mage
arcanesilver,archer
  iron ,tank
cosmic,healer
faLCon2,assassin
blade_knight7,  mage
wardenphoenix4,archer
arcane1,healer
wardentiger656,"   healer
"
phoenix9	,warrior
ironstorm994 ##,tank
tiger.storm,ARchEr
ironiron4,healer
"ancient-shadow
",healer
"
ghost7 ",aRChER
reaper4,mage
ironsilent,archer
brave9äöü,tank
golden.cosmic,waRrIOr
	wardenninja1   ,tank
rapid,  mage
viperwizard0,assassin
  dragon-wild9	,mage
	silvermystic	,mage
  frozendark,healer
mystic_crimson,healer
samurai-arrow2,warrior
silver_wolf2 ,warrior
  knightfurious0 ,asSASsIN
"
silver-dragon3  ",aSSasSIN
stealthstealth	,assassin
golden4,warrior
samurai3,assassin
"  ancientgolden
",	tank  
ghostwolf7,tank
phoenix-warden,assassin
"rApid_GHOst0
",warrior
ancient1,warrior!!
nEOnGolEM,healer
raven,tank
viper6,healer
shadowrapid651,healer
spirit,archer!!
stealth5,warrior
knightcrimson5,warrior
"shadowsilver4
",mage
knightdark,	assassin
viper4,archer
dragon7,tank
frozen.ghost,assassin
golem4,warrior
cosmic5,archer
wolf,warrior
  neon-phoenix  ,mage
golemgolem6,tank
dragon,tank
warden-ninja, archer  
electric.iron9, assassin   
hunter1,assassin
wolf9,mage
 ninja   ,mage
wolf-rapid9,mage
ancient5,healer
golden236,warrior
stormfalcon,tank
"
knight ",   mage
arrow3,healer
ghost_tiger5,warrior
brave6,healer 
"
stealthwolf  ",tank
ancientbrave4,warrior
darkdragon,archer
SamUrai6,healer
dark-brave,assassin
  RAPiDfUrioUs5 ,tank
furious,mage
dark3,warrior
tiger-cosmic,archer
reaper,archer
neon7,warrior
hunterraven0,assassin
"
stealth40  ",Tank
ancient2,warrior
ancientsilver4,tank ##
frozenreaper4,warrior
wardencrimson,healer
" golden_cosmic4
",healer
neondark,warrior
golden,warrior
ghost,warrior
   arrow8	,HEAler
stormstorm, archer
raven-brave,mage
rapid-wizard1,assassin
brave2,assassin
"
stealth.dark
",wARRioR	
crimsonghost23,tank
   spirit5 ,mage
silver5,assassin
tiger,mage
drAgOn6,healer	
lucky,warrior
	samurai.wild  ,  warrior 	
  ravengolden ,healer
cosmicwild,warrior
neon2, tank   
 rapid1	,tank
rapidlucky,healer
silver,warrior
BrAVE,	mage
silent_storm81,healer
ancient_frozen,archer
cosmicneon9,tank
electric,tank
hunterblade8,archer
silent,mage
iron0,healer
golden!!, warrior  
silent2,assassin  
hunter,healer
wizardmystic,assassin
golem-furious,assassin
spiritfrozen,tank
mysticsilent,mage
luckyrapid,mage
golden,mage
spirit, assassin 
"
wizardknight   ",assassin
" VIPER795
",healer	
lucky9,   warrior  
neonsilver,assassin 
lucky4,archer!!
ghost6,"	tAnK
"
arcane-ninja9,healer
"
cosmic   ","
healEr  "
golemrapid18,warrior
aRcaNe,"  healer
"
  crimson ,archer
arcanespirit,warrior!!
iron,archer
ancientdragon1	,healer
phoenix8,warrior
"
spiritdark	",tank
shadowshadow0,archer
shadowanCienT,archer
knight-neon,healer
ninja,healer
neon-spirit34, assassin	
reaper8,assassin
phoenixrapid,"
mage "
arcane9,assassin
silent5,warrior
wolfraven,"
healer
"
ravenwizard2,assassin
wizardgolem,archer
blade,warrior
dragondark56,archer
  ghOsTBLAde	äöü,   warrior 
raven,healer
goldentiger,healer
knightelectric,healer
viper,healer
brave4,healer
phoenixknight4,mage
raven6,assassin
silver,mage
wildgolem,mage
 silver39   ,"  assassin
"
cosmic-golden9,	tank   
  cosmic   ,mage
frozen8,mage
tiger_cosmic8,"   healer
"
" spirit
",mage
arrow2,   archer	
	wild25  ,ArCher  
blade-wild,assassin
  luckyknight ,healer
dark.hunter861	,archer
golden_ghost9,tank
hunter,archer
DRAgon,mage
"
ancient1
","
archer   "
SIleNT.Wild2,healer
reaperviper6,assassin
knight,tank
ninjaninja,warRioR
 lucky	,HEaleR
frozen4,assassin
	neon60	,mage
frozen,healer
electric3,assassin 
wizard,tank
   luckywild85 ,"
archer  "
   wolf1  ,assassin
cosmicstorm,	archer   
wild,warrior
hunterfalcon,warrior
BladEdArk0,mage
"
golem",	mage 
ninjahunter,tank
mystic,mAge
furioushunter7,healer
knightreaper2,assassin
stealthreaper,warrior
knight4, archer  
   silverfrozen  ,warrior
rapid,archer
samurai1,tank
arcane6,healer
stealtharcane,warrior
silenthunter,tank
ancientsamurai,   healer  
dragon,assassin
wolf7,archeräöü
 furiousrapid6	,assassin
silent,"mage
"
neon6,"  healer
"
SpiRIt1,aSSASSIn
 silver2   ,healer
ninja,assassin 
shadow,  warrior	
arcane,  tank	
arrow,assassin
viper,maGe
lucky,archer
	arrow ,warrior
darkviper6,assassin
   golden   ,archer
ninja-silent,healer
iron,"
healer"
golden2,archer
shadow,assassin
brave.spirit,warrior   
mystic1,	WARrior  
wild,healer
golden.arcane,   warrior  
stealthancient,tank
mystic8,mage
	electric2 ,mage
 raVEnlUcky3   ,warrior ##
brave8,assassin
bravephoenix,tank
 knight  , mage 
warden,mage
wizardwarden6,mage
raven6,tank
tiger8,tank	
hunter,warrIor	
lucky7,tank
rapid,healer
 frozenfurious  ,healer
dragon,assassin
cosmicspirit,  warrior	
DaRkwIZarD2äöü,"mage
"
samurai,tank
blAdE,archer
   shaDoW  ,healer
raven557,"  mage
"
cosmicsilent,  assassin 
cosmic, tank
rapid,assassin
dark,archer
	silentwizard	,tank
hunter_phoenix,tank
spirit5,warrior
rapid2,warrior
wildsilver61,assassin
dragon7,"
mage "
wizard_furious,mage
sILVeR.cosmic9  ,  TAnK
cosmicmystic,assassin
   crimson  ,assassin
"
ancient  ",warrior
   arcaneneon6	,   tank  äöü
dragon.iron5,mage
phoenix.knight,warrior
iron,  mage
	phoenix ,mage
dragon6,assassin
wolfwarden, warrior 
warden,healER
golemviper,warrior
ghostreaper,healer
crimsonfrozen1,tank
TigeRIRON85,mage
knight28,  mage	
silent64,mage
spirit23,tank
blaDeFurIoUS3,healer
furious,tank
electric161,mage
warden3,tank
iron_iron8,tank
wolf!!,"   tank
"
   spiritwizard4  ,mage
 neon ,assassin
"
wolf.furious  ",tank
TIger,archer
tiger-arcane8,archer!!
shadow8,archer
 arcanerapid  ,warrior
   frozen ,MaGE
	ravENLUcKY   ,warrior
brave0,healer
shadow47,taNk 
"
stealth.electr	",WaRRIOR
braveviper67,aRCHer
reaper,MaGe
arcanetiger,tank
brave,warrior
stealthphoenix,"
archer
"
ninja,warrior
mystic-wild,healer
	neon2   ,healer
rapidgolem8,  healer  
dark2,assassin
ancient,assassin
silent64,warrior
"
vipersilver	",mage
shadow.warden,	healer
blade-silver49,healer
frozen-tiger,tank
"NeOn
 ##",archer
golden5, mage	
daRk-RapiD,archer
hunter2,healer
rapidbrave45,mage
 electric54	,healer
frozen72," HeaLer
"
storm9,tank
" blade
",warrior
falconcrimson3,healer
"
mystic_hunter  ","
assaSsIn "
bladelucky6, assassin 
ancient-raven7 ##,tank
samuraineon27 ,healer
reaper,mage
cOSMiCcOSmIc4,tank
neon173,archer
ancient-phoeni,warrior
"
phoenixarcane8   !!",warrior
stealth.spirit,"
archer
"
cosmic46	,healer
furious,tank
rapid.falcon  ,assassin
furiousstealth,assassin
warden-golem5,archer
BrAvE,assassin
arcane6,assassin
lucky,warrior
wolfwolf,healer  
silentbrave,arCheR
samurai3,archer
luckystealth1,tank
furiousfurious,warrior
knight_knight1,assassin
lucky,archer
raven,warrior
wolf,mageäöü
WiZaRD4,tank
luckyfrozen,mage
crimsonhunter,healer
wizard7,mage
arrow-wild,tank
silent63,aSsaSSin
arrow,mage
CrimsonTiGER44,	assassin 
  iron502,healer
wolf.wolf5,"	archer
"
   dragon5,warrior
"
tiger.rapid7  ",tank
"   electricknight
",archer
"
rapid-lucky   ",archer
wolf,archer
wizardghost9,warrior
goldenneon6,archer
   bladespirit553   , archer 
crimson-golem5,maGE
cosmic-frozen,warrior
phoenix,mage
bladewild9,archer ##
goldenfurious0,archer
wildrapid1,mage
ninja,archer
reaper4,warrior
wolf41," healer
"
"
electric0	",assassin
stormcosmic35	,TaNk
warden,warrior
arcanearrow1,assassin
ancient,archer	
  stormcrimson ,healer
	brave-iron0,mage
storm_samurai7,archer
ghost0,WaRrIoR
wizardfurious,warrior!!
ironsilver,healer
ghost4,   healer	
braveiron113,assassin
silent_shadow	,healer
wild0,warrior
darkwild,	assaSsiN  
iron99,healer
"dragondark
", tank
furious,healer
crimson_golem,archer	
crimson9,tank
phoenix8,warrior
hunter7,"healer
"
 ninja6 ,tank
mysticspirit,aSsAssin
hunter.samurai,archer
cosmic669,"
mage  "
 storm	,healer
rapid   ,healer
wolf9,warrior
wizardcrimson5,warrior
golden,  warrior  
silver,assassin
arcanemystic6,mage
storm8,archer
stealth,healer
spiritfrozen,Assassin
arcane-golden6 ##,	archer   
phoenixfalcon5, tank
ancient.frozen,warrior
neonreaper, mage	
ravenwarden,tank
reaperfalcon97, healer
reaper-frozen,assassin
silver,   warrior  
silentcrimson4,tank
	shAdOW35 ,wArrIor
luckydark,hEALeR
wild5,archer
shadowgolem,mage
bladefurious, assassin
knight5,archer
ancientarrow,healer
"
viper4",healer
bravephoenix ##,assassin
WiLD,   warrior   
cosmic4,archer
stormelectric,healer
arrow,archer  
phoenixhunter6,archer
storm3,"
archer"
frozen,warrior
aRCaNE   ,assassin
falconfrozen,tank
golemgolden,healer
"   ironblade
",assassin
darkwarden564,tank
crimson,archer
fRoZEn4, mage	!!
storm_wolf80,mage
ghostsamurai,healer
golem.warden,mage
rapid180,assassin
	neonarrow,archer
golden,warrior
samurai2,warrior
silentsilent0,mage
wild,healer ##
frozen51,mage
WoLf9,waRRioR
"   wildshadow
",warrior
silent8,warrior
  cosmic ,mage
"
brave0
",magE
frozen_brave9,	mage   
lucky1,tank
"   lucky
",  heAlER 
crimson,healer
 shadow6 ,   tank   
reaper-golden1,archer
electric5,assassin
crimson,archer
ironviper,tank
ancient_ghost1,assassin
frozenwizard,tank
viperneon4,archer
shadow83,warrior	
mystic4,archer
   silver3  ,healer
cosmic,TANK
myStiC,archer
 arcane,mage
viper-golden41,mage
raven2, warrior   
KnIGHtancieNT,tank
spirithunter,warrior
reaper-arcane,assassin
"
silent1   ",warrior 
hunterdark11,archer
"
goldendragon8",mage
knIGHtsHAdow,tank
samurai2,Healer
iron2,assassin
wildcrimson5,warrior
stealthlucky,assassin
goldenviper2,assassin
iron0,warrior
dragon12,assassin
spirit-iron5,archer
cosmicknight,tank
tigerspirit7,assassin
dark_arcane,archer
neon,archer
spirit,archer
ELECTrIccOSmIc,warrior
reaper307,mage
stealthfrozen7,tank
 ghost  ,"
healer   "
stealthsilver,assassin  
golden99,"   archer
"
crimson1,tank
rapidarcane ,healer
dark0,healer
golden60,archer
furious14,tank
spirit6,healer
  knightarrow0,archer 
shadowwolf,archer
crimsongolden,tank
arrow-ninja1,"   healer
"
silent-iron642,archer
electric0,tank
falcon ##,"
mage "
"
wild",tank
  rapId, assassin 
spirit9,warrior
golemcosmic813,	ASsASSIN   
"
ghost3   ","   healer
"
arcane,TAnK
tiger144,warrior
darkmystic,archer
cosmicraven8,assassin
brave32,healer
NEon0 ,warrior
goldenrapid2,tank
reaper2,healer	
RapID	,assassin
golem.lucky96 ,tank
crimson,healer
crimson,healer
wild,warrior
reaper-mystic,archer	
" knighthunter
",mage
golden-lucky,tank
iron,archer
crimson,tank
wolf603,healer
"   warden
",tank
raven0,mage
mysticfurious,archer
crimson79,  mage   
samurai-wild,"mage
 ##"
arrowshadow4,healer
frozen.rapid7, mage
arcane5, warrior	
STEALTh, mage 
goldenarcane,healer
blade,mage
crimson,tank
   phoenix76 , mage
ancient1,mage ##
ghost403,archer
wolfknight,   archer 
falcongolem48	,warrior
arrow,archer
wolf,tank
wolfcrimson," mage
"
crimsonbrave,warrior
silver_ancient,healer 
frozen19,mage
reaper_ghost21,tank
ancient,tank
darklucky0,mage
hunter_shadow1,archer	
neonrapid,"
assassin äöü"
bladehunter2,tank
lucky,	healer	
wild82	,warrior
blade,	assassin 
ninja, warrior	
dragon1,mage
tIgER9,healer
wizard0,assassin
ancient5,archer
 blAdeneON97  ,warrior
wolf5,HeaLER
darkspirit ,mage
  wolf-crimson86   ,mage 
storm41,assassin
ironfalcon,warrior
warden-frozen6,tank
furious-frozen,"
mage"
ViPERaNcient,healer
neon,archer
 silver6,assassin
hunterhunter,warrior
 rapid,  warrior 
dark.arrow521,tank
knightmystic,warrioräöü
wild_hunter9 ##,mage
irontiger3,healer
frozen442,mage
knight_frozen6,warrior	
golemelectric,healeräöü
silentneon6	,tank
neonghost7,  archeräöü
"
ninja_cosmic   ",healer
arrow,archer
ghost_furious,healer	
arcane,mage
DArkspIrIt177,tank
cosmic.frozen5,archer
"   wild9
",warrior
bladegolem,archer
goldenfrozen88,healer
electricgolem9, archer 
ironcrimson2,warrior
silver,healer
AncIeNTCosMIc,healer
hunterwizard, archer	
silver4,archer
cosmic,mage
storm,archer
mystic0,assassin
"   crimson_brave
",warrior
reaper,mage
neonmystic674,tank
mysticcosmic ##,tank ##
frozenlucky3,healer
goldendragon6,assassin	
rapid54,tank
storm,archer 
raven,archer!!
falconstealth7äöü,healer
reaper_blade3,warrior
warden,warrior
neon,archer
