playername,role
irongolden,mage
irongolem0,mage
ironiron,archer
ironlucky5,mage
ironneon47,assassin
ironneonäöü,assassin
ironninja8,assassin
ironphoenix,tank
ironrapid,archer
ironrapid4,mage
ironreaper,warrior
ironsamurai23,mage
ironsilent,mage
ironsilent1,tank
ironsilver,healer
ironsilveräöü,mage
ironspirit,warrior
ironstorm,mage
irontiger,tank
ironviper,tank
ironwarden59,warrior
ironwild88,tank
ironwolf,assassin
knight,warrior
knight ##,archer
knight-arcane2,archer
knight-cosmic2,tank
knight-crimson,warrior
knight-frozen1,warrior
knight-frozen2,warrior
knight-mystic,assassin
knight.ancient,archer
knight.crimson,healer
knight.spirit0,healer
knight.tiger89,tank
knight.viper60 ##,healer
knight0,tank
knight1,tank
knight2,assassin
knight246,mage
knight3,warrior
knight331,healer
knight4,tank
knight46,assassin
knight5,healer
knight6,mage
knight61,warrior
knight63,healer
knight649,mage
knight709,tank
knight8,tank
knight9,warrior
knight_cosmic2,healer
knight_falcon3,tank
knight_reaper,archer
knight_storm,healer
knight_tiger75,healer
knightancient,assassin
knightancient6,mage
knightarrow,warrior
knightarrow21,assassin
knightblade,warrior
knightbrave48,warrior
knightcosmic1,archer
knightdragon,archer
knightdragon2,warrior
knightelectric,assassin
knightfrozen,archer
knightfrozen4,warrior
knightghost,assassin
knightgolem,warrior
knighthunter,tank
knightiron9,mage
knightneon0,mage
knightninja774,tank
knightphoenix8,mage
knightreaper,mage
knightshadow,mage
knightsilver44,healer
knightstealth,healer
knightstorm,healer
knightviper,mage
knightwarden,mage
knightwild,mage
knightwild65!!,healer
knightwild7,mage
knightäöü,mage
lucky,mage
lucky ##,warrior
lucky-crimson2,tank
lucky-golden5,tank
lucky-mysticäöü,mage
lucky.golem,tank
lucky.silent92,archer
lucky.stealth6,mage
lucky0,warrior
lucky154,mage
lucky2,healer
lucky2 ##,warrior
lucky212,assassin
lucky3,mage
lucky30,healer
lucky38,tank
lucky4,tank
lucky41,healer
lucky5,healer
lucky599,tank
lucky7,archer
lucky799,assassin
lucky8,healer
lucky89,assassin
lucky9,tank
lucky90,tank
lucky93,healer
lucky93 ##,archer
lucky_furious,warrior
lucky_furious   ##,healer
lucky_golden2,tank
lucky_raven,warrior
luckyancient7,healer
luckyancient8,healer
luckyarcane,healer
luckyarrow8,warrior
luckybrave,archer
luckybrave247   !!,warrior
luckybrave4,archer
luckycosmic5,warrior
luckydark,assassin
luckydragon,mage
luckydragon0,archer
luckyelectric,archer
luckyelectric7,warrior
luckyfalcon9,warrior
luckyfrozen8,tank
luckyfurious,tank
luckyghost,healer
luckyghost7,tank
luckyiron,archer
luckyiron68,mage
luckyiron7,tank
luckyknight1,assassin
luckyknight8,healer
luckylucky4,archer
luckylucky5,warrior
luckymystic,tank
luckymystic7,tank
luckyneon,mage
luckyninja,mage
luckyninja8,healer
luckysamurai,warrior
luckyshadow,mage
luckysilent,warrior
luckysilent22,healer
luckysilent88!!,assassin
luckysilver,mage
luckyspirit,mage
luckyviper,assassin
luckywild3,archer
luckywild7,warrior
luckywizard,warrior
luckywolf,assassin
mystic,archer
mystic ##,tank
mystic!!,archer
mystic-golden0,assassin
mystic-ninja,assassin
mystic-phoenix,healer
mystic-samurai,tank
mystic-storm,tank
mystic-tiger,tank
mystic-wolf3,assassin
mystic.ancient,healer
mystic.arcane,tank
mystic.dark6,warrior
mystic.falcon0,warrior
mystic.phoenix,tank
mystic.viper7,archer
mystic.warden3,healer
mystic.wild9,warrior
mystic0,assassin
mystic1,archer
mystic12,archer
mystic2,healer
mystic21,mage
mystic23!!,tank
mystic3,tank
mystic4,mage
mystic429   äöü,healer
mystic5,warrior
mystic502,assassin
mystic537,assassin
mystic6,tank
mystic65,tank
mystic7,assassin
mystic72,mage
mystic8,archer
mystic84,mage
mystic9,mage
mystic90,archer
mystic965,warrior
mystic_crimson,tank
mystic_dragon6,mage
mystic_ghost2,mage
mystic_hunter4,mage
mystic_lucky,mage
mystic_neon0,mage
mystic_silent,warrior
mystic_silver0,mage
mystic_silver2,assassin
mystic_tiger,healer
mysticancient,archer
mysticarcane7,healer
mysticarrow,mage
mysticarrow2,tank
mysticarrow63,mage
mysticblade,healer
mysticbrave,tank
mysticcosmic,healer
mysticcosmic5,archer
mysticcrimson,tank
mysticcrimson3,archer
mysticdark66,assassin
mysticdragon,archer
mysticdragon92,assassin
mysticelectric,warrior
mysticfalcon51,warrior
mysticfrozen3,assassin
mysticfrozen5,tank
mysticfurious,tank
mysticfurious4,mage
mysticfurious7,assassin
mysticfurious9,archer
mysticgolden0,archer
mysticgolem31,assassin
mysticgolem5,healer
mysticgolem7,healer
mysticgolem795,healer
mystichunter35,tank
mysticiron,assassin
mysticiron7,archer
mysticneon,mage
mysticneon7,assassin
mysticphoenix7,mage
mysticrapid,assassin
mysticraven7,archer
mysticsamurai5,healer
mysticshadow,archer
mysticshadow96,tank
mysticsilent,healer
mysticsilent3,healer
mysticsilent7 ##,archer
mysticsilver,warrior
mysticsilver1,assassin
mysticsilver37,mage
mysticsilver8,tank
mysticspirit,mage
mysticstealth2,healer
mysticstealth6,archer
mysticstealth9,warrior
mysticstorm,mage
mysticviper,assassin
mysticwarden,archer
mysticwild,archer
mysticwild8,warrior
mysticwizard,healer
mysticwolf,warrior
mysticwolf42,warrior
neon,tank
neon-ancient9,mage
neon-arrow5,mage
neon-crimson,tank
neon-dark0,assassin
neon-dark6,assassin
neon-furious40,tank
neon-golden,warrior
neon-iron7,archer
neon-tiger535,healer
neon.arrow3,healer
neon.dark,tank
neon.electric,tank
neon.furious6,warrior
neon.ghost,assassin
neon.golden,healer
neon.knight3,assassin
neon.neon,healer
neon.wild5,warrior
neon.wild658,healer
neon0,tank
neon1,assassin
neon2,mage
neon24,warrior
neon3,mage
neon31,healer
neon37,healer
neon4,tank
neon4!!,healer
neon41,tank
neon46,assassin
neon476,warrior
neon5,mage
neon55,archer
neon6,warrior
neon65,warrior
neon68,assassin
neon7,assassin
neon70,assassin
neon75,tank
neon79,tank
neon7äöü,tank
neon8,healer
neon84,archer
neon88,tank
neon9,healer
neon99,healer
neon_arcane4,archer
neon_arrow,warrior
neon_brave52,assassin
neon_hunter9,healer
neon_raven3,mage
neon_silent5,tank
neon_wild,archer
neonancient,tank
neonancient0,tank
neonarcane,healer
neonarcane2,tank
neonarcane87,mage
neonarrow,archer
neonblade,mage
neonblade9,warrior
neonbrave43,archer
neonbrave84,archer
neoncosmic,warrior
neonelectric,assassin
neonelectric9,tank
neonfalcon,mage
neonfrozen,archer
neonfurious5,mage
neongolden,assassin
neongolden5,warrior
neongolem2,mage
neoniron8,tank
neonknight,healer
neonmystic,healer
neonneon51,tank
neonphoenix83,healer
neonrapid,healer
neonrapid4,archer
neonrapid53,mage
neonrapid692,tank
neonraven,assassin
neonraven3,archer
neonsilent,healer
neonstorm7,archer
neonstorm9,mage
neontiger,healer
neonviper,assassin
neonviper47,mage
neonviper9,tank
neonwarden,archer
neonwild,warrior
neonwizard,assassin
neonäöü,warrior
ninja,assassin
ninja-iron2,assassin
ninja-neon,mage
ninja-shadow7,healer
ninja.cosmic76äöü,mage
ninja.rapid2,assassin
ninja.rapid46,archer
ninja.wild5,archer
ninja1,archer
ninja14,healer
ninja2,mage
ninja26,warrior
ninja3,warrior
ninja334,healer
ninja35,mage
ninja4,healer
ninja435,mage
ninja5,warrior
ninja6,warrior
ninja7,archer
ninja80,assassin
ninja9,tank
ninja983,archer
ninja_falcon,archer
ninja_iron4,healer
ninja_mystic31,tank
ninja_rapid2,healer
ninja_reaper49,healer
ninja_samurai8,tank
ninjaarcane,warrior
ninjaarrow,tank
ninjablade,assassin
ninjablade1,mage
ninjacosmic1,tank
ninjacrimson7,warrior
ninjaelectric,healer
ninjafalcon,archer
ninjafrozen,archer
ninjafurious,mage
ninjafurious3,healer
ninjafurious9 ##,archer
ninjagolden,archer
ninjalucky,assassin
ninjaneon,tank
ninjaphoenix3,mage
ninjaphoenix4,warrior
ninjaphoenix9,archer
ninjarapid,healer
ninjarapid2,mage
ninjareaper7,tank
ninjasamurai51,archer
ninjasamurai54,mage
ninjasamurai6,assassin
ninjasilent755,healer
ninjaspirit,archer
ninjaspirit79,mage
ninjastealth,tank
ninjastealth11,healer
ninjastorm,tank
ninjatiger,mage
ninjaviper,healer
ninjawild1,healer
ninjawild241,tank
ninjawizard7,healer
ninjaäöü,archer
phoenix,warrior
phoenix!!,mage
phoenix-brave0,mage
phoenix-brave3,tank
phoenix-brave7,assassin
phoenix-frozen,healer
phoenix.dragon,healer
phoenix.raven5,healer
phoenix.samura,tank
phoenix.viper2,warrior
phoenix0,archer
phoenix1,mage
phoenix10,assassin
phoenix15,tank
phoenix2,warrior
phoenix4,warrior
phoenix477,tank
phoenix5,assassin
phoenix56,assassin
phoenix6,assassin
phoenix7,tank
phoenix714,healer
phoenix79,archer
phoenix8,archer
phoenix84,assassin
phoenix89,archer
phoenix9,warrior
phoenix95,mage
phoenix_arrow,mage
phoenixancient,tank
phoenixarcane0,healer
phoenixblade,mage
phoenixblade38,healer
phoenixblade71,tank
phoenixblade81,warrior
phoenixbrave4,assassin
phoenixbrave84,archer
phoenixcosmic,warrior
phoenixdark,tank
phoenixdark4,mage
phoenixelectri,healer
phoenixfalcon0,mage
phoenixfurious,warrior
phoenixgolden7,healer
phoenixgolem0,assassin
phoenixgolem5,healer
phoenixgolem72,warrior
phoenixknight0,healer
phoenixlucky,healer
phoenixmystic,assassin
phoenixrapid,mage
phoenixreaper,healer
phoenixreaper6,mage
phoenixreaper8,tank
phoenixsamurai,assassin
phoenixshadow,tank
phoenixshadow3,assassin
phoenixsilent,archer
phoenixsilent8,archer
phoenixsilver,tank
phoenixstealth,healer
phoenixstorm,mage
phoenixwarden,archer
phoenixwild,archer
phoenixwildäöü,archer
phoenixwizard,assassin
phoenixwolf5,archer
rapid,warrior
rapid-ancient,warrior
rapid-dark7,tank
rapid-mystic6,mage
rapid-phoenix6,mage
rapid-rapid,mage
rapid-raven,tank
rapid-silent5,tank
rapid-tiger3,assassin
rapid.ancient5,assassin
rapid.ancient8,archer
rapid.blade898,assassin
rapid.cosmic,healer
rapid.crimson7,tank
rapid.dark19,archer
rapid.electric,assassin
rapid.golden,tank
rapid.shadow66,tank
rapid.tiger39,healer
rapid.warden,assassin
rapid.wild,healer
rapid0,tank
rapid1,warrior
rapid11,tank
rapid15,warrior
rapid2,tank
"rapid2
äöü",warrior
rapid3,mage
rapid4,archer
rapid5,assassin
rapid51,healer
rapid6,archer
rapid7,tank
rapid7!!,warrior
rapid75,tank
rapid8,archer
rapid81,archer
rapid875,archer
rapid892,warrior
rapid898,healer
rapid9,healer
rapid91,warrior
rapid95,archer
rapid96,assassin
rapid_arrow2,tank
rapid_arrow6,tank
rapid_furious,assassin
rapid_hunter0,archer
rapid_raven1,assassin
rapid_silver61,tank
rapid_viper,healer
rapidancient,archer
rapidancient0,tank
rapidarcane,warrior
rapidblade75,mage
rapidbrave9,tank
rapidcosmic2,healer
rapidcosmic7,tank
rapiddark,healer
rapiddark3,assassin
rapiddark5,healer
rapiddark6,archer
rapiddark8,warrior
rapiddragon,warrior
rapidelectric,warrior
rapidelectric0,archer
rapidelectric6,mage
rapidelectric7,healer
rapidfurious,warrior
rapidfurious1,tank
rapidfurious98 ##,mage
rapidghost,archer
rapidghost1,healer
rapidghost2,tank
rapidghost8,tank
rapidgolden9,mage
rapidhunter0,tank
rapidknight0,healer
rapidknight7,assassin
rapidknight8,healer
rapidlucky,assassin
rapidmystic,assassin
rapidneon,warrior
rapidneon980,assassin
rapidphoenix,tank
rapidrapid1,assassin
rapidreaper49,mage
rapidshadow,assassin
rapidsilver0,warrior
rapidsilver8,assassin
rapidstealth,assassin
rapidstorm5,tank
rapidtiger,tank
rapidwarden597,healer
rapidwild1,archer
rapidwild4,assassin
rapidwild4äöü,tank
rapidwild7,tank
rapidwolf621,tank
raven,healer
raven-dragon2   !!,healer
raven-electric,archer
raven-furious5,archer
raven-golem5,tank
raven-stealth1,tank
raven-viper,assassin
raven.ancient,tank
raven.blade,warrior
raven.lucky,archer
raven.neon6,mage
raven.reaper62,mage
raven.viper,healer
raven1,assassin
raven22,archer
raven3,archer
raven37,warrior
raven4,assassin
raven5,healer
raven531,assassin
raven55,mage
raven68,warrior
raven69,tank
raven7,healer
raven75,tank
raven753,warrior
raven9,healer
raven98,archer
raven98!!,tank
raven_crimson2,mage
raven_ninja255,assassin
raven_wizard,archer
ravenancient81,warrior
ravenarcane0,archer
ravenarcane5,warrior
ravenbrave,assassin
ravencosmic,assassin
ravencosmic6,assassin
ravencrimson,mage
ravencrimson8,archer
ravendragon ##,tank
ravenelectric,archer
ravenelectric4,mage
ravenfalcon5,tank
ravenfrozen,healer
ravenfrozen288,archer
ravenfurious25,healer
ravengolem1,archer
ravenhunter,healer
ravenhunter1,assassin
ravenknight6,healer
ravenlucky65,warrior
ravenmystic,assassin
ravenmystic6,tank
ravenmystic7,tank
ravenphoenix,archer
ravenrapid8,healer
ravenraven,assassin
ravenraven22,healer
ravenraven46,archer
ravenreaper36,healer
ravenreaper4,mage
ravenreaper7,healer
ravenshadow,healer
ravensilver,tank
ravenspirit2,tank
ravenstealth,mage
ravenstealth59,warrior
ravenstealth6,healer
raventiger1,archer
raventiger3,mage
raventiger39,tank
ravenwolf,mage
reaper,mage
reaper äöü,archer
reaper-electri,warrior
reaper-rapid5,warrior
reaper-shadow,assassin
reaper-warden4,mage
reaper.ghost3,tank
reaper.rapid,healer
reaper.tiger,healer
reaper0,mage
reaper1,warrior
reaper17,assassin
reaper2,assassin
reaper210,mage
reaper22,warrior
reaper3,healer
reaper4,warrior
reaper6,mage
reaper7,assassin
reaper70,tank
reaper8,healer
reaper819,healer
reaper82,mage
reaper84,warrior
reaper85,healer
reaper9,healer
reaper_electri,mage
reaper_knight,mage
reaper_rapid6,healer
reaper_raven8,healer
reaper_shadow,tank
reaperancient,tank
reaperancient7,archer
reaperancient8 ##,warrior
reaperarcane0,healer
reaperbrave,mage
reapercosmic,warrior
reapercrimson2,warrior
reapercrimson3,mage
reaperdragon,healer
reaperelectric,tank
reaperfalcon1,mage
reaperfalcon44,tank
reaperfurious7,tank
reaperghost,mage
reaperghost97,mage
reapergolem,mage
reaperhunter,healer
reaperiron3,mage
reaperknight,archer
reaperrapid,healer
reapershadow,archer
reapersilent,assassin
reaperspirit,mage
reaperstealth,tank
reaperviper945,assassin
reaperwarden8,mage
reaperwild,assassin
reaperwild1,warrior
reaperwild20,archer
reaperwild6,warrior
reaperwizard,warrior
samurai,tank
samurai-electr,warrior
samurai-reaper,tank
samurai-silver,healer
samurai-storm,assassin
samurai.iron,archer
samurai.iron17,assassin
samurai.rapid9,assassin
samurai.stealt,warrior
samurai0,assassin
samurai1,mage
samurai2,mage
samurai3,warrior
samurai30,archer
samurai389,mage
samurai4,warrior
samurai5,warrior
samurai6,archer
samurai62,warrior
samurai7,healer
samurai76  ##,warrior
samurai8,archer
samurai_golden,mage
samurai_mystic,tank
samurai_samura,mage
samuraiarcane,tank
samuraiblade,warrior
samuraicrimson,healer
samuraidragon7,assassin
samuraifalcon,mage
samuraifalcon2äöü,archer
samuraifalcon9,archer
samuraifrozen,assassin
samuraifurious,mage
samuraighost,archer
samuraigolden,healer
samuraiknight,mage
samuraimystic2,tank
samuraimystic9,mage
samuraineon,tank
samuraineon817,mage
samuraininja,mage
samuraishadow2,healer
samuraisilver,healer
samuraistealth,tank
samuraistorm9,archer
samuraiwolf,warrior
shadow,healer
shadow-ancient,archer
shadow-cosmic,warrior
shadow-cosmic4,tank
shadow-dark,healer
shadow-dragon1,assassin
shadow-golem,mage
shadow-knight7,archer
shadow-raven,healer
shadow-storm,tank
shadow-viper8,assassin
shadow-wild6,warrior
shadow.brave,mage
shadow.crimson,assassin
shadow.dragon9,healer
shadow.golem7,assassin
shadow.lucky,assassin
shadow.lucky7,archer
shadow.neon9,assassin
shadow.storm,warrior
shadow0,assassin
shadow1,tank
shadow14,archer
shadow177,warrior
shadow19,assassin
shadow2,tank
shadow3,tank
shadow33,healer
shadow35,warrior
shadow36,assassin
shadow4,healer
shadow41,assassin
shadow433,archer
shadow498,assassin
shadow5,warrior
shadow50,healer
shadow58,healer
shadow6,healer
shadow62,assassin
shadow7,warrior
shadow8,assassin
shadow9,assassin
shadow90,archer
shadow94,healer
shadow_falcon9,tank
shadow_samurai,tank
shadow_silent6,tank
shadow_storm,assassin
shadow_viper3,healer
shadow_wild0,tank
shadow_wolf9,healer
shadowancient7,archer
shadowancient8,mage
shadowarcane1,warrior
shadowarrow,tank
shadowarrow34,archer
shadowblade	!!,archer
shadowbrave2,archer
shadowcosmic,archer
shadowcosmic3,tank
shadowcrimson,warrior
shadowcrimson0,assassin
shadowcrimson2,assassin
shadowcrimson5,mage
shadowcrimson6,mage
shadowdark,assassin
shadowdark0,assassin
shadowdragon,archer
shadowelectric,tank
shadowfalcon97,tank
shadowfrozen,tank
shadowfrozen3,archer
shadowfurious,warrior
shadowfurious7,tank
shadowhunter,assassin
shadowiron,warrior
shadowknight,tank
shadowknight9,tank
shadowlucky8,tank
shadowmystic,archer
shadowmystic44,healer
shadowneon3,warrior
shadowninja4,healer
shadowphoenix,tank
shadowrapid,healer
shadowrapid34,assassin
shadowreaper,mage
shadowsamurai,tank
shadowshadow,assassin
shadowsilent,healer
shadowsilver,healer
shadowsilver9,mage
shadowspirit,mage
shadowspirit0,tank
shadowstealth,assassin
shadowstorm,assassin
shadowtiger0,tank
shadowwarden,assassin
shadowwarden48,healer
shadowwarden61,archer
shadowwild,archer
shadowwolf63,healer
silent,healer
silent-ancient,mage
silent-blade1,healer
silent-cosmic,assassin
silent-knight,tank
silent-ninja5,warrior
silent-phoenix,healer
silent-stealth,healer
silent-storm29,assassin
silent-warden6,healer
silent.blade1,healer
silent.knight,assassin
silent.lucky3,healer
silent.reaper,mage
silent.shadow,archer
silent.stealth,archer
silent.storm1,mage
silent.wolf4,healer
silent0,archer
silent1,mage
silent115,warrior
silent16,healer
silent2,healer
silent20,healer
silent279,warrior
silent3,assassin
silent30,archer
silent4,tank
silent41,warrior
silent49,archer
silent5,tank
silent6,healer
silent7,tank
silent8,mage
silent8!!,healer
silent9,archer
silent91,assassin
silent92,archer
silent95,healer
silent952,mage
silent9äöü,assassin
silent_electri,mage
silent_iron3,tank
silent_rapid,archer
silent_rapid1,mage
silent_samurai,archer
silent_storm37,archer
silent_tiger,warrior
silent_wild7,archer
silent_wolf,mage
silentancient,assassin
silentarcane,mage
silentarrow,archer
silentarrow0,mage
silentarrow5,warrior
silentbrave,assassin
silentbrave52,archer
silentbrave88,healer
silentcrimson,assassin
silentcrimson1,tank
silentcrimson3,assassin
silentcrimson8,archer
silentdark8,tank
silentdragon21,tank
silentelectric,tank
silentfrozen,archer
silentfrozen0,warrior
silentfrozen23,mage
silentfrozen34,mage
silentfrozen5,warrior
silentfrozen81,warrior
silentfurious,archer
silentghost,archer
silentghost6,assassin
silentgolden,healer
silentgolden2,tank
silentgolden7,warrior
silentgolem,archer
silentgolem3,warrior
silentiron,archer
silentlucky1,warrior
silentmystic6,warrior
silentmystic7,mage
silentmystic8,archer
silentneon,mage
silentninja,tank
silentninja5,assassin
silentphoenix,archer
silentphoenix4,tank
silentphoenix9,assassin
silentrapid,archer
silentrapid27,warrior
silentrapid76,assassin
silentraven,warrior
silentraven6,assassin
silentreaper,healer
silentshadow9,healer
silentsilent8,assassin
silentsilver17,healer
silentsilver40,assassin
silentspirit,mage
silentstorm,assassin
silenttiger,warrior
silentwild38,archer
silentwizard,healer
silver,warrior
silver-frozen6,archer
silver-golem34,assassin
silver-spirit,healer
silver-wild,mage
silver-wizard4,archer
silver-wolf,warrior
silver.ancient,archer
silver.dark6,mage
silver.dragon,tank
silver.falcon,assassin
silver.frozen,mage
silver.ninja,mage
silver.phoenix,warrior
silver.samurai,assassin
silver0,tank
silver1,warrior
silver2,healer
silver22,mage
silver3,warrior
silver4,warrior
silver40,assassin
silver41,warrior
silver44,assassin
silver5,archer
silver6,assassin
silver600,tank
silver63,tank
silver725,tank
silver77,tank
silver8,mage
silver9,tank
silver_arcane,assassin
silver_cosmic6,mage
silver_electri,tank
silver_furious,warrior
silver_knight1,tank
silver_reaper4äöü,tank
silver_samurai,assassin
silver_silver,assassin
silver_spirit2,assassin
silver_stealth!!,warrior
silver_wizard,archer
silverancient,healer
silverancient7,mage
silverarcane,mage
silverblade,archer
silverbrave,healer
silverbrave55	!!,mage
silverbrave7,mage
silvercosmic,archer
silvercrimson,archer
"silvercrimson
äöü",healer
silverdark0,tank
silverdark8!!,healer
silverelectric,warrior
silverfrozen95,healer
silverfurious2,warrior
silvergolden,mage
silverknight58,archer
silvermystic,archer
silverneon,assassin
silverneon6,mage
silverneon6!!,mage
silverninja,archer
silverninja74,tank
silverphoenix,tank
silverphoenix6,mage
silverrapid,healer
silverrapid3,tank
silverrapid7,warrior
silverraven2,archer
silverreaper3,healer
silvershadow6,warrior
silversilent3,assassin
silversilent9 ##,archer
silversilver,archer
silverspirit3,mage
silverstealth,archer
silvertiger,archer
silverwarden,assassin
silverwarden4,assassin
silverwild,warrior
silverwizard3,warrior
silverwolf,archer
silverwolf59,mage
silveräöü,healer
spirit,archer
spirit-cosmic7,mage
spirit-cosmic9,mage
spirit-furious,archer
spirit-ghost,warrior
spirit-iron0,tank
spirit-phoenix,archer
spirit-samurai,mage
spirit-storm,assassin
spirit-wizard0,tank
spirit.brave,healer
spirit.golem38    ##,mage
spirit.hunter,tank
spirit.stealth,healer
spirit.viper4,warrior
spirit0,assassin
spirit1,healer
spirit10,tank
spirit2,healer
spirit2 ##,mage
spirit26,mage
spirit341,mage
spirit36,tank
spirit5,healer
spirit581,warrior
spirit6,tank
spirit60,warrior
spirit7,warrior
spirit70,healer
spirit8,assassin
spirit87,warrior
spirit88,healer
spirit9,tank
spirit_crimson,assassin
spirit_frozen,tank
spirit_knight3,healer
spirit_mystic,tank
spiritancient,mage
spiritblade72,mage
spiritbrave,warrior
spiritbrave4,archer
spiritcrimson,healer
spiritelectric,archer
spiritfalcon,mage
spiritfrozen,tank
spiritghost,tank
spiritgolden,warrior
spirithunter4,archer
spirithunter6,warrior
spirithunter91!!,assassin
spiritiron0,tank
spiritiron1,mage
spiritknight61,assassin
spiritlucky27,tank
spiritlucky3,mage
spiritlucky77,healer
spiritmystic6,healer
spiritphoenix9,tank
spiritraven59,assassin
spiritsamurai1,mage
spiritshadow3,tank
spiritshadow6,mage
spiritshadow7,mage
spiritsilent,warrior
spiritsilent18,healer
spiritsilver2,mage
spiritwarden2,tank
spiritwizard0,assassin
spiritwolf,mage
spiritäöü,mage
stealth,tank
stealth-frozen,warrior
stealth-ghost7,healer
stealth-silver,tank
stealth-spirit,assassin
stealth.arcane,mage
stealth.golden,warrior
stealth.mystic,warrior
stealth.neon,healer
stealth.phoeni,archer
stealth.silver,archer
stealth0,assassin
stealth1,warrior
stealth104,tank
stealth12,mage
stealth2,assassin
stealth206,mage
stealth3,tank
stealth4,tank
stealth47,warrior
stealth50,tank
stealth53,mage
stealth58,tank
stealth6,warrior
stealth75,healer
stealth8,assassin
stealth9,mage
stealth9!!,tank
stealth_blade5,assassin
stealth_furiou,warrior
stealth_golden,archer
stealth_iron,mage
stealth_neon,assassin
stealth_shadow,healer
stealth_silver,tank
stealthancient,warrior
stealtharcane,archer
stealtharcane5,mage
stealthcosmic,assassin
stealthcosmic3,tank
stealthcosmic8,assassin
stealthdark,tank
stealthdragon,healer
stealthfalcon,healer
stealthfalcon9,warrior
stealthfrozen,warrior
stealthfrozen2,warrior
stealthfrozen9,healer
stealthfurious,mage
stealthghost,archer
stealthghost7,assassin
stealthgolden,healer
stealthgolden1,assassin
stealthgolem5,tank
stealthhunter,mage
stealthhunter ##,warrior
stealthiron,healer
stealthiron2,warrior
stealthknight0,warrior
stealthlucky,warrior
stealthlucky65,tank
stealthmystic,assassin
stealthmystic3,archer
stealthneon!!,tank
stealthninja24,mage
stealthphoenix,tank
stealthrapid32,assassin
stealthraven19,tank
stealthraven5,archer
stealthreaper8,tank
stealthsilent,assassin
stealthsilver,assassin
stealthspirit8,warrior
stealthspirit9,archer
stealthstealth,assassin
stealthstorm,mage
stealthtiger,tank
stealthtiger5,healer
stealthviper,archer
stealthwarden,assassin
stealthwild,healer
stealthwild8,assassin
stealthäöü,mage
storm,tank
storm-iron!!,archer
storm-phoenix,tank
storm-silent15,assassin
storm-warden,warrior
storm-wizard,archer
storm.cosmic,tank
storm.golden2,mage
storm.hunter6,archer
storm.silent2,healer
storm.stealth9,warrior
storm.tiger,tank
storm.warden,archer
storm0,assassin
storm1,archer
storm151,archer
storm178,warrior
storm2,assassin
storm3,mage
storm360,assassin
storm4,healer
storm5,mage
storm54,healer
storm56,tank
storm575,warrior
storm578,warrior
storm6,archer
storm61,assassin
storm7,mage
storm8,warrior
storm9,assassin
storm980,tank
storm_arrow,assassin
storm_blade,tank
storm_ghost,mage
storm_mystic71,archer
storm_viper,mage
stormarrow0,warrior
stormarrow87,mage
stormblade9,healer
stormdark,tank
stormdark8,warrior
stormdragon,mage
stormfalcon,mage
stormfurious,archer
stormfurious7,warrior
stormghost,warrior
stormgolden,warrior
stormgolden8,assassin
stormhunter0,assassin
stormiron,tank
stormiron34,tank
stormknight57,mage
stormlucky8,archer
stormninja4,healer
stormninja48,healer
stormrapid,warrior
stormrapid3,assassin
stormshadow9,tank
stormsilent7,archer
stormsilent8,tank
stormsilent9,archer
stormsilver,mage
stormsilver6,mage
stormspirit,assassin
stormstealth,assassin
stormstealth79,healer
stormstorm,mage
stormviper1,tank
stormwarden,mage
stormwizard,tank
stormwolf,tank
stormwolf2,mage
tiger,assassin
tiger-crimson,assassin
tiger-electric,tank
tiger-furious,tank
tiger-neon401,healer
tiger-shadow37,mage
tiger.ancient0,healer
tiger.neon51,tank
tiger.phoenix1,assassin
tiger1,tank
tiger24,assassin
tiger3,healer
tiger338,assassin
tiger4,mage
tiger461,archer
tiger5,healer
tiger55,warrior
tiger572,tank
tiger6,tank
tiger64,tank
tiger7,healer
tiger78,archer
tiger8,healer
tiger81,warrior
tiger9,assassin
tiger_shadow17,healer
tiger_silent6,warrior
tiger_wild,healer
tiger_wild2,assassin
tigerarrow5,warrior
tigerbrave,assassin
tigercrimson,warrior
tigerdark,tank
tigerdark43,warrior
tigerelectric3,tank
tigerfalcon0,tank
tigerfrozen,tank
tigerfrozen5,mage
tigerfurious,mage
tigerhunter,warrior
tigeriron,healer
tigerknight,warrior
tigerknight5,assassin
tigerknight8,warrior
tigermystic,tank
tigerneon,healer
tigerneon9,archer
tigerphoenix,mage
tigersamurai,tank
tigershadow,mage
tigershadow23,healer
tigersilent,mage
tigersilent0,assassin
tigerstealth,healer
tigerviper,healer
tigerviper9,warrior
tigerwarden1,archer
tigerwild77,archer
tigerwizard428,archer
tigerwolf2,assassin
viper,mage
viper-cosmic,assassin
viper-wild,tank
viper.furious1,warrior
viper.mystic,warrior
viper.raven1,warrior
viper.reaper9,warrior
viper.spirit,healer
viper1,archer
viper2,warrior
viper22,warrior
viper3,healer
viper43,assassin
viper52,assassin
viper521,warrior
viper56,warrior
viper58,healer
viper63,archer
viper6äöü,assassin
viper7,healer
viper759,archer
viper77,mage
viper9,assassin
viper_electric,tank
viper_falcon,warrior
viper_furious,tank
viper_stealth,mage
viper_viper,healer
viper_warden,healer
viperarcane7,archer
viperarrow,archer
viperbrave5,archer
viperdark70,mage
viperdragon5,warrior
viperfalcon4,archer
viperfalcon9,assassin
viperfrozen,tank
viperfrozen286,assassin
viperfurious,warrior
vipergolden,mage
viperiron7,tank
viperiron98,archer
viperneon,tank
viperneon8,archer
viperphoenix,mage
